OriginalName,Precursor,geneID,ensemblID,type,entrezID
ENSG00000205544,,TMEM256,ENSG00000205544,ENS,254863
ENSG00000205560,,CPT1B,ENSG00000205560,ENS,1375
ENSG00000205572,,SERF1B,ENSG00000205572,ENS,728492
ENSG00000205581,,HMGN1,ENSG00000205581,ENS,3150
ENSG00000205593,,DENND6B,ENSG00000205593,ENS,414918
ENSG00000205629,,LCMT1,ENSG00000205629,ENS,51451
ENSG00000205643,,CDPF1,ENSG00000205643,ENS,150383
ENSG00000205659,,LIN52,ENSG00000205659,ENS,91750
ENSG00000205683,,DPF3,ENSG00000205683,ENS,8110
ENSG00000205702,,CYP2D7,ENSG00000205702,ENS,1564
ENSG00000205704,,LINC00634,ENSG00000205704,ENS,339674
ENSG00000205707,,ETFRF1,ENSG00000205707,ENS,144363
ENSG00000205710,,C17orf107,ENSG00000205710,ENS,100130311
ENSG00000205726,,ITSN1,ENSG00000205726,ENS,6453
ENSG00000205730,,ITPRIPL2,ENSG00000205730,ENS,162073
ENSG00000205740,,AL359878.1,ENSG00000205740,ENS,107984285
ENSG00000205746,,AC126755.1,ENSG00000205746,ENS,
ENSG00000205758,,CRYZL1,ENSG00000205758,ENS,9946
ENSG00000205763,,RP9P,ENSG00000205763,ENS,441212
ENSG00000205765,,C5orf51,ENSG00000205765,ENS,285636
ENSG00000205771,,CATSPER2P1,ENSG00000205771,ENS,440278
ENSG00000205795,,CYS1,ENSG00000205795,ENS,192668
ENSG00000205808,,PLPP6,ENSG00000205808,ENS,403313
ENSG00000205832,,C16orf96,ENSG00000205832,ENS,342346
ENSG00000205835,,GMNC,ENSG00000205835,ENS,647309
ENSG00000205903,,ZNF316,ENSG00000205903,ENS,100131017
ENSG00000205913,,SRRM2-AS1,ENSG00000205913,ENS,100128788
ENSG00000205922,,ONECUT3,ENSG00000205922,ENS,390874
ENSG00000205930,,C21orf62-AS1,ENSG00000205930,ENS,
ENSG00000205937,,RNPS1,ENSG00000205937,ENS,10921
ENSG00000205959,,AC105345.1,ENSG00000205959,ENS,
ENSG00000205978,,NYNRIN,ENSG00000205978,ENS,57523
ENSG00000205981,,DNAJC19,ENSG00000205981,ENS,131118
ENSG00000206052,,DOK6,ENSG00000206052,ENS,220164
ENSG00000206053,,JPT2,ENSG00000206053,ENS,90861
ENSG00000206077,,ZDHHC11B,ENSG00000206077,ENS,653082
ENSG00000206113,,CFAP99,ENSG00000206113,ENS,402160
ENSG00000206120,,EGFEM1P,ENSG00000206120,ENS,
ENSG00000206149,,HERC2P9,ENSG00000206149,ENS,440248
ENSG00000206337,,HCP5,ENSG00000206337,ENS,10866
ENSG00000206344,,HCG27,ENSG00000206344,ENS,253018
ENSG00000206417,,H1FX-AS1,ENSG00000206417,ENS,
ENSG00000206418,,RAB12,ENSG00000206418,ENS,201475
ENSG00000206432,,TMEM200C,ENSG00000206432,ENS,645369
ENSG00000206503,,HLA-A,ENSG00000206503,ENS,3105
ENSG00000206527,,HACD2,ENSG00000206527,ENS,201562
ENSG00000206530,,CFAP44,ENSG00000206530,ENS,55779
ENSG00000206535,,LNP1,ENSG00000206535,ENS,348801
ENSG00000206538,,VGLL3,ENSG00000206538,ENS,389136
ENSG00000206557,,TRIM71,ENSG00000206557,ENS,131405
ENSG00000206560,,ANKRD28,ENSG00000206560,ENS,23243
ENSG00000206561,,COLQ,ENSG00000206561,ENS,8292
ENSG00000206562,,METTL6,ENSG00000206562,ENS,131965
ENSG00000206573,,THUMPD3-AS1,ENSG00000206573,ENS,440944
ENSG00000206579,,XKR4,ENSG00000206579,ENS,114786
ENSG00000206991,,RNU6-610P,ENSG00000206991,ENS,
ENSG00000207008,,SNORA54,ENSG00000207008,ENS,677833
ENSG00000207088,,SNORA7B,ENSG00000207088,ENS,677797
ENSG00000207445,,SNORD15B,ENSG00000207445,ENS,114599
ENSG00000207554,,MIR647,ENSG00000207554,ENS,693232
ENSG00000207816,,MIR124-2,ENSG00000207816,ENS,406908
ENSG00000208772,,SNORD94,ENSG00000208772,ENS,692225
ENSG00000208892,,SNORA49,ENSG00000208892,ENS,677829
ENSG00000210082,,MT-RNR2,ENSG00000210082,ENS,4550
ENSG00000211445,,GPX3,ENSG00000211445,ENS,2878
ENSG00000211448,,DIO2,ENSG00000211448,ENS,1734
ENSG00000211450,,SELENOH,ENSG00000211450,ENS,280636
ENSG00000211451,,GNRHR2,ENSG00000211451,ENS,114814
ENSG00000211454,,AKR7L,ENSG00000211454,ENS,246181
ENSG00000211455,,STK38L,ENSG00000211455,ENS,23012
ENSG00000211456,,SACM1L,ENSG00000211456,ENS,22908
ENSG00000211459,,MT-RNR1,ENSG00000211459,ENS,4549
ENSG00000211460,,TSN,ENSG00000211460,ENS,7247
ENSG00000211574,,MIR770,ENSG00000211574,ENS,768222
ENSG00000211584,,SLC48A1,ENSG00000211584,ENS,55652
ENSG00000211653,,IGLV1-40,ENSG00000211653,ENS,
ENSG00000211840,,TRAJ49,ENSG00000211840,ENS,
ENSG00000211841,,TRAJ48,ENSG00000211841,ENS,
ENSG00000211842,,TRAJ47,ENSG00000211842,ENS,
ENSG00000211843,,TRAJ46,ENSG00000211843,ENS,
ENSG00000211845,,TRAJ44,ENSG00000211845,ENS,
ENSG00000211846,,TRAJ43,ENSG00000211846,ENS,
ENSG00000211847,,TRAJ42,ENSG00000211847,ENS,
ENSG00000211848,,TRAJ41,ENSG00000211848,ENS,
ENSG00000211849,,TRAJ40,ENSG00000211849,ENS,
ENSG00000211850,,TRAJ39,ENSG00000211850,ENS,
ENSG00000211851,,TRAJ38,ENSG00000211851,ENS,
ENSG00000211854,,TRAJ35,ENSG00000211854,ENS,
ENSG00000211856,,TRAJ33,ENSG00000211856,ENS,
ENSG00000211857,,TRAJ32,ENSG00000211857,ENS,
ENSG00000211858,,TRAJ31,ENSG00000211858,ENS,
ENSG00000211860,,TRAJ29,ENSG00000211860,ENS,
ENSG00000211861,,TRAJ28,ENSG00000211861,ENS,
ENSG00000211862,,TRAJ27,ENSG00000211862,ENS,
ENSG00000211863,,TRAJ26,ENSG00000211863,ENS,
ENSG00000211872,,TRAJ17,ENSG00000211872,ENS,
ENSG00000212123,,PRR22,ENSG00000212123,ENS,163154
ENSG00000212124,,TAS2R19,ENSG00000212124,ENS,259294
ENSG00000212125,,TAS2R15P,ENSG00000212125,ENS,
ENSG00000212127,,TAS2R14,ENSG00000212127,ENS,106707243
ENSG00000212128,,TAS2R13,ENSG00000212128,ENS,50838
ENSG00000212232,,SNORD17,ENSG00000212232,ENS,692086
ENSG00000212402,,SNORA74B,ENSG00000212402,ENS,677841
ENSG00000212443,,SNORA53,ENSG00000212443,ENS,677832
ENSG00000212464,,SNORA12,ENSG00000212464,ENS,677800
ENSG00000212694,,LINC01089,ENSG00000212694,ENS,338799
ENSG00000212719,,C17orf51,ENSG00000212719,ENS,339263
ENSG00000212747,,RTL8B,ENSG00000212747,ENS,441518
ENSG00000212766,,EWSAT1,ENSG00000212766,ENS,283673
ENSG00000212864,,RNF208,ENSG00000212864,ENS,727800
ENSG00000212907,,MT-ND4L,ENSG00000212907,ENS,4539
ENSG00000212916,,MAP10,ENSG00000212916,ENS,54627
ENSG00000212978,,AC016747.1,ENSG00000212978,ENS,339803
ENSG00000213015,,ZNF580,ENSG00000213015,ENS,51157
ENSG00000213020,,ZNF611,ENSG00000213020,ENS,81856
ENSG00000213023,,SYT3,ENSG00000213023,ENS,84258
ENSG00000213024,,NUP62,ENSG00000213024,ENS,23636
ENSG00000213047,,DENND1B,ENSG00000213047,ENS,163486
ENSG00000213057,,C1orf220,ENSG00000213057,ENS,400798
ENSG00000213064,,SFT2D2,ENSG00000213064,ENS,375035
ENSG00000213066,,FGFR1OP,ENSG00000213066,ENS,11116
ENSG00000213073,,AL353625.1,ENSG00000213073,ENS,729603
ENSG00000213079,,SCAF8,ENSG00000213079,ENS,22828
ENSG00000213088,,ACKR1,ENSG00000213088,ENS,2532
ENSG00000213090,,AC007256.1,ENSG00000213090,ENS,
ENSG00000213096,,ZNF254,ENSG00000213096,ENS,9534
ENSG00000213123,,TCTEX1D2,ENSG00000213123,ENS,255758
ENSG00000213139,,CRYGS,ENSG00000213139,ENS,1427
ENSG00000213160,,KLHL23,ENSG00000213160,ENS,100526832
ENSG00000213190,,MLLT11,ENSG00000213190,ENS,10962
ENSG00000213199,,ASIC3,ENSG00000213199,ENS,9311
ENSG00000213213,,CCDC183,ENSG00000213213,ENS,84960
ENSG00000213225,,NOC2LP1,ENSG00000213225,ENS,
ENSG00000213246,,SUPT4H1,ENSG00000213246,ENS,6827
ENSG00000213281,,NRAS,ENSG00000213281,ENS,4893
ENSG00000213305,,HNRNPCP6,ENSG00000213305,ENS,
ENSG00000213337,,ANKRD39,ENSG00000213337,ENS,51239
ENSG00000213339,,QTRT1,ENSG00000213339,ENS,81890
ENSG00000213341,,CHUK,ENSG00000213341,ENS,1147
ENSG00000213347,,MXD3,ENSG00000213347,ENS,83463
ENSG00000213355,,CNN2P8,ENSG00000213355,ENS,
ENSG00000213366,,GSTM2,ENSG00000213366,ENS,2946
ENSG00000213380,,COG8,ENSG00000213380,ENS,84342
ENSG00000213390,,ARHGAP19,ENSG00000213390,ENS,84986
ENSG00000213420,,GPC2,ENSG00000213420,ENS,221914
ENSG00000213424,,KRT222,ENSG00000213424,ENS,125113
ENSG00000213445,,SIPA1,ENSG00000213445,ENS,6494
ENSG00000213462,,ERV3-1,ENSG00000213462,ENS,2086
ENSG00000213463,,SYNJ2BP,ENSG00000213463,ENS,55333
ENSG00000213465,,ARL2,ENSG00000213465,ENS,402
ENSG00000213516,,RBMXL1,ENSG00000213516,ENS,494115
ENSG00000213523,,SRA1,ENSG00000213523,ENS,10011
ENSG00000213533,,STIMATE,ENSG00000213533,ENS,375346
ENSG00000213540,,AL359504.1,ENSG00000213540,ENS,
ENSG00000213551,,DNAJC9,ENSG00000213551,ENS,23234
ENSG00000213563,,C8orf82,ENSG00000213563,ENS,414919
ENSG00000213585,,VDAC1,ENSG00000213585,ENS,7416
ENSG00000213593,,TMX2,ENSG00000213593,ENS,51075
ENSG00000213613,,RPL11P3,ENSG00000213613,ENS,
ENSG00000213614,,HEXA,ENSG00000213614,ENS,3073
ENSG00000213619,,NDUFS3,ENSG00000213619,ENS,4722
ENSG00000213625,,LEPROT,ENSG00000213625,ENS,54741
ENSG00000213626,,LBH,ENSG00000213626,ENS,81606
ENSG00000213639,,PPP1CB,ENSG00000213639,ENS,5500
ENSG00000213672,,NCKIPSD,ENSG00000213672,ENS,51517
ENSG00000213676,,ATF6B,ENSG00000213676,ENS,1388
ENSG00000213693,,SEC14L1P1,ENSG00000213693,ENS,
ENSG00000213694,,S1PR3,ENSG00000213694,ENS,286223
ENSG00000213699,,SLC35F6,ENSG00000213699,ENS,54978
ENSG00000213700,,RPL17P50,ENSG00000213700,ENS,
ENSG00000213719,,CLIC1,ENSG00000213719,ENS,1192
ENSG00000213722,,DDAH2,ENSG00000213722,ENS,23564
ENSG00000213741,,RPS29,ENSG00000213741,ENS,6235
ENSG00000213742,,ZNF337-AS1,ENSG00000213742,ENS,102724826
ENSG00000213753,,CENPBD1P1,ENSG00000213753,ENS,65996
ENSG00000213760,,ATP6V1G2,ENSG00000213760,ENS,534
ENSG00000213762,,ZNF134,ENSG00000213762,ENS,7693
ENSG00000213782,,DDX47,ENSG00000213782,ENS,51202
ENSG00000213799,,ZNF845,ENSG00000213799,ENS,91664
ENSG00000213853,,EMP2,ENSG00000213853,ENS,2013
ENSG00000213859,,KCTD11,ENSG00000213859,ENS,147040
ENSG00000213865,,C8orf44,ENSG00000213865,ENS,56260
ENSG00000213888,,LINC01521,ENSG00000213888,ENS,
ENSG00000213889,,PPM1N,ENSG00000213889,ENS,147699
ENSG00000213892,,CEACAM16,ENSG00000213892,ENS,388551
ENSG00000213903,,LTB4R,ENSG00000213903,ENS,1241
ENSG00000213904,,LIPE-AS1,ENSG00000213904,ENS,101930071
ENSG00000213906,,LTB4R2,ENSG00000213906,ENS,56413
ENSG00000213918,,DNASE1,ENSG00000213918,ENS,1773
ENSG00000213923,,CSNK1E,ENSG00000213923,ENS,1454
ENSG00000213928,,IRF9,ENSG00000213928,ENS,10379
ENSG00000213930,,GALT,ENSG00000213930,ENS,2592
ENSG00000213937,,CLDN9,ENSG00000213937,ENS,9080
ENSG00000213949,,ITGA1,ENSG00000213949,ENS,3672
ENSG00000213963,,AC019080.1,ENSG00000213963,ENS,100130691
ENSG00000213965,,NUDT19,ENSG00000213965,ENS,390916
ENSG00000213967,,ZNF726,ENSG00000213967,ENS,730087
ENSG00000213983,,AP1G2,ENSG00000213983,ENS,8906
ENSG00000213995,,NAXD,ENSG00000213995,ENS,55739
ENSG00000214013,,GANC,ENSG00000214013,ENS,2595
ENSG00000214021,,TTLL3,ENSG00000214021,ENS,26140
ENSG00000214022,,REPIN1,ENSG00000214022,ENS,29803
ENSG00000214029,,ZNF891,ENSG00000214029,ENS,101060200
ENSG00000214046,,SMIM7,ENSG00000214046,ENS,79086
ENSG00000214050,,FBXO16,ENSG00000214050,ENS,157574
ENSG00000214063,,TSPAN4,ENSG00000214063,ENS,7106
ENSG00000214076,,CPSF1P1,ENSG00000214076,ENS,
ENSG00000214078,,CPNE1,ENSG00000214078,ENS,8904
ENSG00000214087,,ARL16,ENSG00000214087,ENS,339231
ENSG00000214108,,TPT1P5,ENSG00000214108,ENS,
ENSG00000214110,,LDHAP4,ENSG00000214110,ENS,
ENSG00000214113,,LYRM4,ENSG00000214113,ENS,57128
ENSG00000214114,,MYCBP,ENSG00000214114,ENS,26292
ENSG00000214135,,AC132008.2,ENSG00000214135,ENS,220729
ENSG00000214140,,PRCD,ENSG00000214140,ENS,768206
ENSG00000214160,,ALG3,ENSG00000214160,ENS,10195
ENSG00000214174,,AMZ2P1,ENSG00000214174,ENS,201283
ENSG00000214176,,PLEKHM1P1,ENSG00000214176,ENS,
ENSG00000214189,,ZNF788P,ENSG00000214189,ENS,
ENSG00000214193,,SH3D21,ENSG00000214193,ENS,79729
ENSG00000214194,,SMIM30,ENSG00000214194,ENS,401397
ENSG00000214198,,TTC41P,ENSG00000214198,ENS,
ENSG00000214226,,C17orf67,ENSG00000214226,ENS,339210
ENSG00000214253,,FIS1,ENSG00000214253,ENS,51024
ENSG00000214264,,KCTD9P4,ENSG00000214264,ENS,
ENSG00000214279,,SCART1,ENSG00000214279,ENS,
ENSG00000214293,,APTR,ENSG00000214293,ENS,100505854
ENSG00000214309,,MBLAC1,ENSG00000214309,ENS,255374
ENSG00000214331,,AC009053.1,ENSG00000214331,ENS,
ENSG00000214367,,HAUS3,ENSG00000214367,ENS,79441
ENSG00000214402,,LCNL1,ENSG00000214402,ENS,401562
ENSG00000214413,,BBIP1,ENSG00000214413,ENS,92482
ENSG00000214425,,LRRC37A4P,ENSG00000214425,ENS,
ENSG00000214439,,FAM185BP,ENSG00000214439,ENS,
ENSG00000214491,,SEC14L6,ENSG00000214491,ENS,730005
ENSG00000214517,,PPME1,ENSG00000214517,ENS,51400
ENSG00000214530,,STARD10,ENSG00000214530,ENS,10809
ENSG00000214548,,MEG3,ENSG00000214548,ENS,55384
ENSG00000214562,,NUTM2D,ENSG00000214562,ENS,728130
ENSG00000214575,,CPEB1,ENSG00000214575,ENS,64506
ENSG00000214595,,EML6,ENSG00000214595,ENS,400954
ENSG00000214652,,ZNF727,ENSG00000214652,ENS,442319
ENSG00000214654,,B3GNT10,ENSG00000214654,ENS,
ENSG00000214655,,ZSWIM8,ENSG00000214655,ENS,23053
ENSG00000214694,,ARHGEF33,ENSG00000214694,ENS,100271715
ENSG00000214706,,IFRD2,ENSG00000214706,ENS,7866
ENSG00000214711,,CAPN14,ENSG00000214711,ENS,440854
ENSG00000214717,,ZBED1,ENSG00000214717,ENS,9189
ENSG00000214719,,AC005562.1,ENSG00000214719,ENS,
ENSG00000214753,,HNRNPUL2,ENSG00000214753,ENS,221092
ENSG00000214765,,SEPT7P2,ENSG00000214765,ENS,
ENSG00000214776,,AC092821.1,ENSG00000214776,ENS,
ENSG00000214783,,POLR2J4,ENSG00000214783,ENS,84820
ENSG00000214796,,AC098934.1,ENSG00000214796,ENS,
ENSG00000214826,,DDX12P,ENSG00000214826,ENS,
ENSG00000214870,,AC004540.1,ENSG00000214870,ENS,
ENSG00000214922,,HLA-F-AS1,ENSG00000214922,ENS,285830
ENSG00000214941,,ZSWIM7,ENSG00000214941,ENS,125150
ENSG00000214944,,ARHGEF28,ENSG00000214944,ENS,64283
ENSG00000214960,,ISPD,ENSG00000214960,ENS,729920
ENSG00000214999,,AC129492.1,ENSG00000214999,ENS,107985075
ENSG00000215012,,RTL10,ENSG00000215012,ENS,79680
ENSG00000215018,,COL28A1,ENSG00000215018,ENS,340267
ENSG00000215021,,PHB2,ENSG00000215021,ENS,11331
ENSG00000215022,,AL008729.1,ENSG00000215022,ENS,100130357
ENSG00000215039,,CD27-AS1,ENSG00000215039,ENS,678655
ENSG00000215041,,NEURL4,ENSG00000215041,ENS,84461
ENSG00000215045,,GRID2IP,ENSG00000215045,ENS,392862
ENSG00000215067,,ALOX12-AS1,ENSG00000215067,ENS,100506713
ENSG00000215105,,TTC3P1,ENSG00000215105,ENS,
ENSG00000215114,,UBXN2B,ENSG00000215114,ENS,137886
ENSG00000215126,,CBWD6,ENSG00000215126,ENS,644019
ENSG00000215146,,BX322639.1,ENSG00000215146,ENS,441666
ENSG00000215154,,AC141586.1,ENSG00000215154,ENS,652276
ENSG00000215158,,AC138409.2,ENSG00000215158,ENS,
ENSG00000215190,,LINC00680,ENSG00000215190,ENS,728411
ENSG00000215193,,PEX26,ENSG00000215193,ENS,55670
ENSG00000215196,,BASP1-AS1,ENSG00000215196,ENS,
ENSG00000215218,,UBE2QL1,ENSG00000215218,ENS,134111
ENSG00000215241,,LINC02449,ENSG00000215241,ENS,101927905
ENSG00000215251,,FASTKD5,ENSG00000215251,ENS,60493
ENSG00000215252,,GOLGA8B,ENSG00000215252,ENS,440270
ENSG00000215256,,DHRS4-AS1,ENSG00000215256,ENS,55449
ENSG00000215271,,HOMEZ,ENSG00000215271,ENS,57594
ENSG00000215301,,DDX3X,ENSG00000215301,ENS,1654
ENSG00000215305,,VPS16,ENSG00000215305,ENS,64601
ENSG00000215374,,FAM66B,ENSG00000215374,ENS,
ENSG00000215375,,MYL5,ENSG00000215375,ENS,4636
ENSG00000215386,,MIR99AHG,ENSG00000215386,ENS,
ENSG00000215397,,SCRT2,ENSG00000215397,ENS,85508
ENSG00000215417,,MIR17HG,ENSG00000215417,ENS,407975
ENSG00000215421,,ZNF407,ENSG00000215421,ENS,55628
ENSG00000215424,,MCM3AP-AS1,ENSG00000215424,ENS,114044
ENSG00000215440,,NPEPL1,ENSG00000215440,ENS,79716
ENSG00000215447,,,ENSG00000215447,ENS,
ENSG00000215452,,ZNF663P,ENSG00000215452,ENS,
ENSG00000215475,,SIAH3,ENSG00000215475,ENS,283514
ENSG00000215478,,CES5AP1,ENSG00000215478,ENS,
ENSG00000215612,,HMX1,ENSG00000215612,ENS,3166
ENSG00000215630,,GUSBP9,ENSG00000215630,ENS,
ENSG00000215644,,GCGR,ENSG00000215644,ENS,2642
ENSG00000215712,,TMEM242,ENSG00000215712,ENS,729515
ENSG00000215717,,TMEM167B,ENSG00000215717,ENS,56900
ENSG00000215769,,ARHGAP27P1-BPTFP1-KPNA2P3,ENSG00000215769,ENS,109286553
ENSG00000215788,,TNFRSF25,ENSG00000215788,ENS,8718
ENSG00000215790,,SLC35E2A,ENSG00000215790,ENS,9906
ENSG00000215845,,TSTD1,ENSG00000215845,ENS,100131187
ENSG00000215861,,AC245297.1,ENSG00000215861,ENS,
ENSG00000215866,,LINC01356,ENSG00000215866,ENS,100996702
ENSG00000215883,,CYB5RL,ENSG00000215883,ENS,606495
ENSG00000215906,,LACTBL1,ENSG00000215906,ENS,646262
ENSG00000215908,,CROCCP2,ENSG00000215908,ENS,84809
ENSG00000215912,,TTC34,ENSG00000215912,ENS,100287898
ENSG00000216613,,AL023284.2,ENSG00000216613,ENS,
ENSG00000216775,,AL109918.1,ENSG00000216775,ENS,730101
ENSG00000216895,,AC009403.1,ENSG00000216895,ENS,100506302
ENSG00000216937,,CCDC7,ENSG00000216937,ENS,79741
ENSG00000217128,,FNIP1,ENSG00000217128,ENS,96459
ENSG00000217648,,AL136116.3,ENSG00000217648,ENS,
ENSG00000217930,,PAM16,ENSG00000217930,ENS,51025
ENSG00000218283,,MORF4L1P1,ENSG00000218283,ENS,
ENSG00000218336,,TENM3,ENSG00000218336,ENS,55714
ENSG00000218510,,LINC00339,ENSG00000218510,ENS,29092
ENSG00000218596,,AL162578.1,ENSG00000218596,ENS,
ENSG00000218739,,CEBPZOS,ENSG00000218739,ENS,100505876
ENSG00000218839,,FAM138C,ENSG00000218839,ENS,654835
ENSG00000218891,,ZNF579,ENSG00000218891,ENS,163033
ENSG00000219085,,NPM1P37,ENSG00000219085,ENS,
ENSG00000219438,,FAM19A5,ENSG00000219438,ENS,25817
ENSG00000219481,,NBPF1,ENSG00000219481,ENS,55672
ENSG00000219545,,UMAD1,ENSG00000219545,ENS,729852
ENSG00000219626,,FAM228B,ENSG00000219626,ENS,375190
ENSG00000219665,,ZNF433-AS1,ENSG00000219665,ENS,101928464
ENSG00000220008,,LINGO3,ENSG00000220008,ENS,645191
ENSG00000220205,,VAMP2,ENSG00000220205,ENS,6844
ENSG00000220563,,PKMP3,ENSG00000220563,ENS,
ENSG00000220785,,MTMR9LP,ENSG00000220785,ENS,
ENSG00000220804,,LINC01881,ENSG00000220804,ENS,
ENSG00000221676,,RNU6ATAC,ENSG00000221676,ENS,100151684
ENSG00000221821,,C6orf226,ENSG00000221821,ENS,441150
ENSG00000221823,,PPP3R1,ENSG00000221823,ENS,5534
ENSG00000221829,,FANCG,ENSG00000221829,ENS,2189
ENSG00000221838,,AP4M1,ENSG00000221838,ENS,9179
ENSG00000221866,,PLXNA4,ENSG00000221866,ENS,91584
ENSG00000221869,,CEBPD,ENSG00000221869,ENS,1052
ENSG00000221870,,,ENSG00000221870,ENS,
ENSG00000221883,,ARIH2OS,ENSG00000221883,ENS,646450
ENSG00000221886,,ZBED8,ENSG00000221886,ENS,63920
ENSG00000221890,,NPTXR,ENSG00000221890,ENS,23467
ENSG00000221909,,FAM200A,ENSG00000221909,ENS,221786
ENSG00000221914,,PPP2R2A,ENSG00000221914,ENS,5520
ENSG00000221923,,ZNF880,ENSG00000221923,ENS,400713
ENSG00000221926,,TRIM16,ENSG00000221926,ENS,10626
ENSG00000221944,,TIGD1,ENSG00000221944,ENS,200765
ENSG00000221947,,XKR9,ENSG00000221947,ENS,389668
ENSG00000221963,,APOL6,ENSG00000221963,ENS,80830
ENSG00000221968,,FADS3,ENSG00000221968,ENS,3995
ENSG00000221978,,CCNL2,ENSG00000221978,ENS,81669
ENSG00000221983,,UBA52,ENSG00000221983,ENS,7311
ENSG00000221986,,MYBPHL,ENSG00000221986,ENS,343263
ENSG00000221988,,PPT2,ENSG00000221988,ENS,9374
ENSG00000221990,,EXOC3-AS1,ENSG00000221990,ENS,
ENSG00000221994,,ZNF630,ENSG00000221994,ENS,57232
ENSG00000221995,,TIAF1,ENSG00000221995,ENS,9220
ENSG00000222009,,BTBD19,ENSG00000222009,ENS,149478
ENSG00000222011,,FAM185A,ENSG00000222011,ENS,222234
ENSG00000222112,,RN7SKP16,ENSG00000222112,ENS,
ENSG00000223343,,AC137630.1,ENSG00000223343,ENS,
ENSG00000223414,,,ENSG00000223414,ENS,
ENSG00000223459,,TCAF1P1,ENSG00000223459,ENS,
ENSG00000223473,,,ENSG00000223473,ENS,
ENSG00000223482,,NUTM2A-AS1,ENSG00000223482,ENS,728190
ENSG00000223496,,EXOSC6,ENSG00000223496,ENS,118460
ENSG00000223501,,VPS52,ENSG00000223501,ENS,6293
ENSG00000223508,,RPL23AP53,ENSG00000223508,ENS,
ENSG00000223509,,AC135983.2,ENSG00000223509,ENS,
ENSG00000223546,,LINC00630,ENSG00000223546,ENS,
ENSG00000223547,,ZNF844,ENSG00000223547,ENS,284391
ENSG00000223572,,CKMT1A,ENSG00000223572,ENS,548596
ENSG00000223573,,TINCR,ENSG00000223573,ENS,
ENSG00000223599,,AL513523.1,ENSG00000223599,ENS,
ENSG00000223692,,DIP2A-IT1,ENSG00000223692,ENS,100862692
ENSG00000223704,,LINC01422,ENSG00000223704,ENS,
ENSG00000223705,,NSUN5P1,ENSG00000223705,ENS,155400
ENSG00000223745,,CCDC18-AS1,ENSG00000223745,ENS,
ENSG00000223764,,LINC02593,ENSG00000223764,ENS,100130417
ENSG00000223768,,LINC00205,ENSG00000223768,ENS,642852
ENSG00000223773,,CD99P1,ENSG00000223773,ENS,401577
ENSG00000223797,,ENTPD3-AS1,ENSG00000223797,ENS,285266
ENSG00000223804,,AC244669.1,ENSG00000223804,ENS,
ENSG00000223865,,HLA-DPB1,ENSG00000223865,ENS,3115
ENSG00000223891,,OSER1-DT,ENSG00000223891,ENS,100505783
ENSG00000223893,,GNL2P1,ENSG00000223893,ENS,
ENSG00000223935,,LGALSL-DT,ENSG00000223935,ENS,
ENSG00000223959,,AFG3L1P,ENSG00000223959,ENS,172
ENSG00000223960,,PRKRA-AS1,ENSG00000223960,ENS,
ENSG00000224003,,YES1P1,ENSG00000224003,ENS,
ENSG00000224020,,MIR181A2HG,ENSG00000224020,ENS,
ENSG00000224032,,EPB41L4A-AS1,ENSG00000224032,ENS,
ENSG00000224051,,CPTP,ENSG00000224051,ENS,80772
ENSG00000224066,,AL049795.1,ENSG00000224066,ENS,
ENSG00000224078,,SNHG14,ENSG00000224078,ENS,
ENSG00000224081,,SLC44A3-AS1,ENSG00000224081,ENS,101928079
ENSG00000224086,,AC245452.1,ENSG00000224086,ENS,
ENSG00000224144,,ASH2LP1,ENSG00000224144,ENS,
ENSG00000224152,,AC009506.1,ENSG00000224152,ENS,
ENSG00000224165,,DNAJC27-AS1,ENSG00000224165,ENS,729723
ENSG00000224167,,AL390729.1,ENSG00000224167,ENS,
ENSG00000224223,,VSTM2A-OT1,ENSG00000224223,ENS,285878
ENSG00000224281,,SLC25A5-AS1,ENSG00000224281,ENS,100303728
ENSG00000224315,,RPL7P7,ENSG00000224315,ENS,
ENSG00000224358,,TMCO1-AS1,ENSG00000224358,ENS,
ENSG00000224376,,AC017104.1,ENSG00000224376,ENS,
ENSG00000224389,,C4B,ENSG00000224389,ENS,721
ENSG00000224420,,ADM5,ENSG00000224420,ENS,199800
ENSG00000224424,,PRKAR2A-AS1,ENSG00000224424,ENS,100506637
ENSG00000224430,,MKRN5P,ENSG00000224430,ENS,
ENSG00000224470,,ATXN1L,ENSG00000224470,ENS,342371
ENSG00000224479,,AC104162.1,ENSG00000224479,ENS,
ENSG00000224505,,AC138150.1,ENSG00000224505,ENS,
ENSG00000224531,,SMIM13,ENSG00000224531,ENS,221710
ENSG00000224596,,ZMIZ1-AS1,ENSG00000224596,ENS,
ENSG00000224597,,SVIL-AS1,ENSG00000224597,ENS,102724316
ENSG00000224616,,RTCA-AS1,ENSG00000224616,ENS,
ENSG00000224660,,SH3BP5-AS1,ENSG00000224660,ENS,100505696
ENSG00000224687,,RASAL2-AS1,ENSG00000224687,ENS,100302401
ENSG00000224699,,LAMTOR5-AS1,ENSG00000224699,ENS,
ENSG00000224745,,AC063965.1,ENSG00000224745,ENS,
ENSG00000224790,,AP000704.1,ENSG00000224790,ENS,
ENSG00000224812,,TMEM72-AS1,ENSG00000224812,ENS,220980
ENSG00000224822,,THRB-IT1,ENSG00000224822,ENS,
ENSG00000224825,,RORB-AS1,ENSG00000224825,ENS,
ENSG00000224848,,AL589843.1,ENSG00000224848,ENS,
